ID_פריט,name,pgrp
9754,נשנושים איירביס - בייגל בייגל (50 גר'),2
9758,תירס גמדי שלם שימורים,2
9759,סט 4 לורדים ללוח מחיק - ארטליין,22
9762,זוג גופיות ציצית לילדים - מידה 12,6
9763,זוג גופיות ציצית לילדים - מידה 14,6
9766,קרטונית סופר מינטס ללא סוכר - מנטה - פשקעס {ת.ק. מ,2
9768,דפי בצק פילו דקיקים קפוא - שחף,10
9770,קרטון פילה פוטית (סול) קפוא - רוזנערס,10
9771,מרכך לשיער - כיף,2
9774,סוכריות (ג'לי) גומי מסוכרות אבטיח - גוגלס טעמן,2
9775,ג'ל כביסה פרסיל קולור - 3.8 ליטר,2
9783,חולצת טריקו לנוער (פיג'מה) שרוול קצר - 12,6
9796,שלישיית פיצה קפואה - מעדנות,11
9798,כסא חוף מתקפל עם תיק נשיאה,21
9799,טושים דקים בדלי - אומגה,21
9800,חוברת 100 דפי צביעה - הסדרה המשפחתית,21
9802,צנצנת קענדי בייטס (דמוי מנטוס) {צנצנת},2
9803,יויו סיני גדול מסיליקון - המקורי,21
9804,מיכל מים עגול מתכווץ עם ברז,21
9811,תותית עם ציפוי בטעם שוקולד,8
9813,חטיף באגסי גדול (דמוי ביסלי),2
9815,קרטונית (30 יח) ממתק ג'לי {ראש דשא},2
9817,בורגול בוואקום 1 קילו - מיה,2
9818,מזרק ג'ל נגד תיקנים k3 - סנו,2
9819,מזרק ג'ל נמלים k3 - סנו,2
9841,משאבת אויר קומפקטית - נטענת,22
9849,ממרח טחינה עם שוקולד - אחווה,2
9850,טחינה במרקם עדין בבקבוק לחיץ - אחוה,2
9852,מאגדת יוגורט בסגנון יווני 6.5% - מולר {מ.מ.},8
9853,בייגלה שמיניות עם מלח - קייטי,2
9854,מאגדת אפרופו 5*25 - אסם,2
9860,במבה אסם - יחידה,2
9877,משקה חלבון בטעם קפה - מולר,8
9878,רביעיית מעדני מוו בטעם וניל עם קצפת - טרה,8
9879,קישוט סוכה מפואר כוס ישועות,21
9880,משאבה חלב חשמלית לבישה ואלחוטית,21
9881,מארז 300 פונפונים דביקים בצורת במבה,21
9882,שלישיית בוקסרים לגבר - מידה S,6
9883,שלישיית בוקסרים לגבר - מידה M,6
9884,שלישיית בוקסרים לגבר - מידה L,6
9885,שלישיית בוקסרים לגבר - מידה XL,6
9886,שלישיית בוקסרים לגבר - מידה XXL,6
9887,שלישיית בוקסרים לגבר - מידה XXXL,6
9888,חמישיית בוקסרים לילדים - מידה 3-4,6
9889,חמישיית בוקסרים לילדים - מידה 5-6,6
9890,חמישיית בוקסרים לילדים - מידה 7-8,6
9891,חמישיית בוקסרים לילדים - מידה 9-10,6
9895,חטיפי פיצה קפואים - מעדנות,10
9896,חצאית פליסה לילדות - מידה 6,6
9897,חצאית פליסה לילדות - מידה 8,6
9898,חצאית פליסה לילדות - מידה 10,6
9899,חצאית פליסה לילדות  - מידה 12,6
9900,חצאית פליסה לילדות - מידה 14,6
9901,חצאית פליסה לילדות - מידה 16,6
9902,חולצת פולו תכלת לילדים - מידה 6,6
9903,חולצת פולו תכלת לילדים - מידה 8,6
9904,חולצת פולו תכלת לילדים - מידה 10,6
9905,חולצת פולו תכלת לילדים - מידה 12,6
9906,חולצת פולו תכלת לילדים - מידה 14,6
9907,חולצת פולו תכלת לילדים - מידה 16,6
9908,חולצת פולו תכלת לילדים - מידה 18,6
9909,חולצת טריקו לילדות שרוול 3/4 - מידה 18,6
9910,גבינת קשקבל 25% - נעם,8
9911,זוג שבלונות חגי תשרי - גודל A4,21
9912,מארז 12 חותמות - חגי תשרי,21
9913,ענבים אדומים קרימפסון,1
9914,סוכריות ג'לי מסוכרות יאמי גאמי (ארטיק/נחשים) - ארי,2
9915,"שמפו הד&שולדרס 2 ב1 קלאסי 625 מ""ל",2
9916,נוזל כלים פיירי 1.19 ליטר בניחוח לימון - בקבוק שקו,2
9917,סוכריות לקישוט בצנצנת - מעולה,2
9918,קרטונית סוכריות על מקל בצורת אבטיח,2
9919,דיאורדורנט ג'ילט קליר ג'ל,2
9921,פטריות שמפניון שלמות בשימורים - קייטי,2
9922,לוף ראש - יחידה {לנדא},15
9923,כיפת בד לילדים בצבע שחור - מידה 2,6
9924,כיפת בד לילדים בצבע שחור - מידה 3,6
9925,כיפת בד לילדים בצבע שחור - מידה 4,6
9926,כיפת בד לילדים בצבע שחור - מידה 5,6
9927,כיפת בד לילדים בצבע אפור כחול - מידה 2,6
9928,כיפת בד לילדים בצבע אפור כחול - מידה 3,6
9929,כיפת בד לילדים בצבע אפור כחול - מידה 4,6
9930,כיפת בד לילדים בצבע אפור כחול - מידה 5,6
9931,כיפת בד לילדים בצבע כחול עמוק - מידה 2,6
9932,כיפת בד לילדים בצבע כחול עמוק - מידה 3,6
9933,כיפת בד לילדים בצבע כחול עמוק - מידה 4,6
9934,כיפת בד לילדים בצבע כחול עמוק - מידה 5,6
9935,כיפת בד לילדים בצבע ירוק מרווה - מידה 2,6
9936,כיפת בד לילדים בצבע ירוק מרווה - מידה 3,6
9937,כיפת בד לילדים בצבע ירוק מרווה - מידה 4,6
9938,כיפת בד לילדים בצבע ירוק מרווה - מידה 5,6
9939,כיפת בד לילדים בצבע בז' - מידה 2,6
9940,כיפת בד לילדים בצבע בז' - מידה 3,6
9941,כיפת בד לילדים בצבע בז' - מידה 4,6
9942,כיפת בד לילדים בצבע בז' - מידה 5,6
9943,כיפת בד לילדים בצבע חום כהה - מידה 2,6
9944,כיפת בד לילדים בצבע חום כהה - מידה 3,6
9945,כיפת בד לילדים בצבע חום כהה - מידה 4,6
9946,כיפת בד לילדים בצבע חום כהה - מידה 5,6
9947,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 13.5,6
9948,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 14,6
9949,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 14.5,6
9950,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 15,6
9951,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 15.5,6
9952,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 16,6
9953,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 16.5,6
9954,חולצת גברים 100% כותנה ג.צ. BAGIR - מידה 17,6
9955,חולצת ילדים 100% כותנה ג.צ. FABIO - מידה 4,6
9956,חולצת ילדים 100% כותנה ג.צ. FABIO - מידה 6,6
9957,חולצת ילדים 100% כותנה ג.צ. FABIO - מידה 8,6
9958,חולצת נוער 100% כותנה ג.צ. FABIO - מידה 10,6
9959,חולצת נוער 100% כותנה ג.צ. FABIO - מידה 12,6
9960,חולצת נוער 100% כותנה ג.צ. FABIO - מידה 14,6
9961,חולצת נוער 100% כותנה ג.צ. FABIO - מידה 16,6
9963,שלישיית גרבי ילדים מידה 27-30 {צבע חלק},6
9964,שלישיית גרבי ילדים מידה 31-34 {צבע חלק},6
9965,שלישיית גרבי נוער מידה 35-38 {צבע חלק},6
9966,בד לציצית 100% כותנה מידה 22 {תואם מידה 9},6
9967,בד לציצית 100% כותנה מידה 24 {תואם מידה 10},6
9968,טייץ כותנה לתינוקות - מידה 6M,6
9969,טייץ כותנה לתינוקות - מידה 9M,6
9970,טייץ כותנה לתינוקות- מידה 12M,6
9971,טייץ כותנה לתינוקות - מידה 18M,6
9972,טייץ כותנה לתינוקות - מידה 24M,6
9973,טייץ כותנה לתינוקות - מידה 36M,6
9974,ערכת יצירה לקישוט עץ מפואר - לכו נרננה,21
9976,תמונת קנווס - ציור גדולי ישראל,21
9977,קישוט סוכה - אושפיזין,21
9978,פנקס דפי איחול שנה טובה לחברים,21
9979,מכנס כותנה לילדים שחור FABIO - מידה 4,6
9980,מכנס כותנה לילדים שחור FABIO - מידה 6,6
9981,מכנס כותנה נוער שחור FABIO - מידה 8,6
9982,מכנס כותנה נוער שחור FABIO - מידה 10,6
9983,מכנס כותנה נוער שחור FABIO - מידה 12,6
9984,מכנס כותנה נוער שחור FABIO - מידה 14,6
9985,קפוצ'ון מעבר מבד וופל לבנות - מידה 10,6
9986,קפוצ'ון מעבר מבד וופל לבנות - מידה 12,6
9987,קפוצ'ון מעבר מבד וופל לבנות - מידה 14,6
9988,קפוצ'ון מעבר מבד וופל לבנות - מידה 16,6
9989,קפוצ'ון מעבר מבד וופל לבנות - מידה 18,6
9990,סוכריות ללא סוכר בטעם דבש-לימון - מיה,2
9991,חטיף במבה ביסלי MIX - אסם,2
9992,תרסיס K600 - סנו,2
9993,רצפז נוזל רצפות לשואב שוטף מלון בוטיק - סנו,2
9994,ריצפז פלוס דוחה תיקנים - סנו,2
9995,קרטונית דמוי מנטוס בשפורפרת {טרופי} - פשקעס,2
9996,דאורדורנט לנשים ליידי ספיד סטיק ZERO%,2
9997,בורגול בוואקום חצי קילו - מיה,8
9998,לולב דרי טרי - מהודר אא משנת יוסף (מיוחד),0
